Counties,Student_Origin,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Countries,Study_Mode,Institute
0,0,109.0,88.0,92.0,91.0,91.0,129.0,158.0,119.0,131.0,121.0,105.0,100.0,131.0,152.0,185.0,179.0,177.0,196.0,0,Entrants to Third Level Courses (Number),"St. Angela's College, Lough Gill, Co. Sligo"
0,0,101.0,100.0,100.0,99.0,101.0,77.0,48.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Full-time Enrolments to Third Level Courses (Number),"St. Catherine's College, Sion Hill, Co. Dublin"
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Part-time Enrolments to Third Level Courses (Number),"St. Catherine's College, Sion Hill, Co. Dublin"
0,0,26.0,27.0,29.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Entrants to Third Level Courses (Number),"St. Catherine's College, Sion Hill, Co. Dublin"
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2224.0,2333.0,2786.0,2798.0,2838.0,3029.0,3038.0,3252.0,3458.0,3234.0,0,Full-time Enrolments to Third Level Courses (Number),Other third level education institutions aided by DES
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2430.0,1943.0,1879.0,1728.0,1721.0,1703.0,1980.0,2001.0,3403.0,2996.0,0,Part-time Enrolments to Third Level Courses (Number),Other third level education institutions aided by DES
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.0,667.0,731.0,735.0,735.0,729.0,856.0,885.0,880.0,786.0,0,Entrants to Third Level Courses (Number),Other third level education institutions aided by DES
0,0,733.0,764.0,808.0,824.0,855.0,843.0,849.0,879.0,830.0,865.0,932.0,918.0,940.0,914.0,1035.0,1141.0,1198.0,984.0,0,Full-time Enrolments to Third Level Courses (Number),"National College of Art & Design, Dublin"
0,0,8.0,5.0,24.0,44.0,26.0,35.0,14.0,26.0,124.0,179.0,242.0,227.0,222.0,241.0,189.0,170.0,179.0,168.0,0,Part-time Enrolments to Third Level Courses (Number),"National College of Art & Design, Dublin"
0,0,156.0,160.0,169.0,147.0,157.0,172.0,164.0,89.0,155.0,185.0,169.0,167.0,178.0,199.0,275.0,278.0,281.0,251.0,0,Entrants to Third Level Courses (Number),"National College of Art & Design, Dublin"
0,0,800.0,795.0,900.0,1072.0,1005.0,1070.0,993.0,977.0,1065.0,1141.0,1322.0,1459.0,1539.0,1615.0,1712.0,1825.0,1979.0,2250.0,0,Full-time Enrolments to Third Level Courses (Number),National College of Ireland
0,0,3612.0,3177.0,2929.0,2919.0,2721.0,2882.0,664.0,0.0,2280.0,1745.0,1476.0,1342.0,1250.0,1426.0,1664.0,1706.0,2648.0,2828.0,0,Part-time Enrolments to Third Level Courses (Number),National College of Ireland
0,0,364.0,279.0,348.0,459.0,304.0,359.0,342.0,382.0,412.0,421.0,491.0,488.0,480.0,485.0,541.0,566.0,556.0,535.0,0,Entrants to Third Level Courses (Number),National College of Ireland
0,0,375.0,354.0,356.0,344.0,333.0,332.0,347.0,349.0,329.0,327.0,344.0,337.0,329.0,485.0,276.0,271.0,281.0,0.0,0,Full-time Enrolments to Third Level Courses (Number),"Pontifical College, Maynooth, Co. Kildare"
0,0,25.0,19.0,37.0,37.0,22.0,18.0,19.0,0.0,26.0,19.0,20.0,39.0,249.0,36.0,127.0,125.0,576.0,0.0,0,Part-time Enrolments to Third Level Courses (Number),"Pontifical College, Maynooth, Co. Kildare"
0,0,147.0,74.0,72.0,76.0,94.0,83.0,75.0,76.0,71.0,61.0,68.0,80.0,77.0,45.0,40.0,41.0,43.0,0.0,0,Entrants to Third Level Courses (Number),"Pontifical College, Maynooth, Co. Kildare"
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,84.0,30.0,15.0,15.0,15.0,0.0,0.0,0,Full-time Enrolments to Third Level Courses (Number),"Milltown Institute, Ranelagh, Dublin"
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Part-time Enrolments to Third Level Courses (Number),"Milltown Institute, Ranelagh, Dublin"
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Entrants to Third Level Courses (Number),"Milltown Institute, Ranelagh, Dublin"
0,0,2358.0,2377.0,2531.0,2854.0,2810.0,2492.0,2532.0,2516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Full-time Enrolments to Third Level Courses (Number),Other colleges
0,0,3660.0,3252.0,3097.0,3240.0,3229.0,3143.0,920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Part-time Enrolments to Third Level Courses (Number),Other colleges
0,0,906.0,731.0,797.0,920.0,788.0,758.0,788.0,785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Entrants to Third Level Courses (Number),Other colleges
0,0,66914.0,69254.0,72168.0,74922.0,77491.0,78970.0,80801.0,82488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Full-time Enrolments to Third Level Courses (Number),Higher Education Authority
0,0,11305.0,11313.0,13826.0,14036.0,13420.0,16166.0,15767.0,15607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Part-time Enrolments to Third Level Courses (Number),Higher Education Authority
0,0,16505.0,16210.0,16654.0,16756.0,17454.0,17560.0,17792.0,19027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Entrants to Third Level Courses (Number),Higher Education Authority
0,0,46424.0,48360.0,49890.0,51507.0,53586.0,52229.0,53386.0,53358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Full-time Enrolments to Third Level Courses (Number),Institutes of Technology/Other Technology Colleges
0,0,16504.0,17700.0,18042.0,17404.0,17351.0,15200.0,14667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Part-time Enrolments to Third Level Courses (Number),Institutes of Technology/Other Technology Colleges
0,0,18401.0,18530.0,17768.0,17434.0,17287.0,16143.0,16711.0,16516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Entrants to Third Level Courses (Number),Institutes of Technology/Other Technology Colleges
0,0,115696.0,119991.0,124589.0,129283.0,133887.0,133691.0,136719.0,138362.0,139134.0,146068.0,156973.0,161647.0,163068.0,164863.0,169254.0,173649.0,179850.0,181039.0,0,Full-time Enrolments to Third Level Courses (Number),All colleges
0,0,31469.0,32265.0,34965.0,34680.0,34000.0,34509.0,31354.0,0.0,33883.0,33027.0,32806.0,32622.0,33778.0,35778.0,36153.0,36975.0,39632.0,39625.0,0,Part-time Enrolments to Third Level Courses (Number),All colleges
0,0,35812.0,35471.0,35219.0,35110.0,35529.0,34461.0,35291.0,36328.0,36480.0,39407.0,41290.0,41257.0,41367.0,41661.0,42253.0,42849.0,44043.0,43987.0,0,Entrants to Third Level Courses (Number),All colleges
